$k$ \textbackslash $p$	5.000000e-01	9.000000e-01	9.500000e-01	9.900000e-01
2	3.040	0.230	-0.253	-0.627
3	5.403	0.287	-0.128	-0.511
4	7.080	0.344	-0.050	-0.440
5	3.870	0.154	-0.128	-0.444
6	3.240	0.164	-0.105	-0.415
7	2.914	0.178	-0.083	-0.391
8	2.716	0.193	-0.063	-0.370
9	2.583	0.207	-0.046	-0.352
10	2.487	0.219	-0.030	-0.336
11	2.415	0.231	-0.016	-0.322
12	2.358	0.242	-0.003	-0.310
13	2.312	0.252	0.008	-0.298
14	2.275	0.261	0.019	-0.288
15	2.244	0.270	0.028	-0.278
16	2.217	0.278	0.037	-0.269
17	1.606	0.168	-0.034	-0.302
18	1.591	0.174	-0.027	-0.295
19	1.578	0.180	-0.021	-0.288
20	1.567	0.185	-0.014	-0.282
21	1.558	0.191	-0.009	-0.276
22	1.549	0.196	-0.003	-0.271
23	1.542	0.200	0.002	-0.266
24	1.535	0.205	0.007	-0.261
25	1.529	0.209	0.012	-0.256
26	1.524	0.214	0.017	-0.251
27	1.519	0.218	0.021	-0.247
28	1.515	0.222	0.025	-0.243
29	1.511	0.225	0.029	-0.239
30	1.507	0.229	0.033	-0.235
31	1.503	0.232	0.037	-0.231
32	1.500	0.236	0.041	-0.228
33	1.497	0.239	0.044	-0.224
34	1.495	0.242	0.047	-0.221
35	1.492	0.245	0.051	-0.218
36	1.490	0.248	0.054	-0.215
37	1.224	0.178	0.005	-0.241
38	1.223	0.181	0.008	-0.238
39	1.222	0.184	0.010	-0.235
40	1.221	0.186	0.013	-0.233
41	1.219	0.188	0.015	-0.230
42	1.218	0.191	0.018	-0.228
43	1.218	0.193	0.020	-0.225
44	1.217	0.195	0.023	-0.223
45	1.216	0.197	0.025	-0.220
46	1.215	0.200	0.027	-0.218
47	1.215	0.202	0.030	-0.216
48	1.214	0.204	0.032	-0.214
49	1.213	0.206	0.034	-0.212
50	1.213	0.208	0.036	-0.210
51	1.212	0.210	0.038	-0.208
52	1.212	0.211	0.040	-0.206
53	1.211	0.213	0.042	-0.204
54	1.211	0.215	0.044	-0.202
55	1.211	0.217	0.045	-0.200
56	1.210	0.218	0.047	-0.199
57	1.210	0.220	0.049	-0.197
58	1.210	0.222	0.051	-0.195
59	1.210	0.223	0.052	-0.193
60	1.209	0.225	0.054	-0.192
61	1.209	0.226	0.056	-0.190
62	1.209	0.228	0.057	-0.189
63	1.209	0.229	0.059	-0.187
64	1.208	0.231	0.060	-0.186
65	1.051	0.182	0.024	-0.206
66	1.051	0.183	0.026	-0.205
67	1.051	0.184	0.027	-0.203
69	1.051	0.187	0.030	-0.201
70	1.051	0.188	0.031	-0.199
71	1.051	0.189	0.033	-0.198
72	1.051	0.191	0.034	-0.197
73	1.051	0.192	0.035	-0.195
74	1.051	0.193	0.036	-0.194
75	1.051	0.194	0.038	-0.193
